English	Svenska
Swiss	schweizisk
Alsatian	schäferhund
science fiction	science fiction
scoop	scoop
cub	scout
scratch	scratch
observe	se
find	se
see	se
discern	se
perceive	se
spy	se
look	se
ablest	se able
abolished	se abolish
ab.	se about
absented	se absent
absorbed	se absorb
acclimate	se acclimatize
accruing	se accrue
accumulating	se accumulate
acknowledgment	se acknowledgement
acquired	se acquire
acquiring	se acquire
adds	se add
addicts	se addict
additives	se additive
addressing	se address
adjusting	se adjust
admonished	se admonish
adopts	se adopt
adults	se adult
advancing	se advance
adventures	se adventure
advertisements	se advertisement
advising	se advise
advises	se advise
advocated	se advocate
aerials	se aerial
affinities	se affinity
affirmed	se affirm
afforded	se afford
agents	se agent
aggravated	se aggravate
agitating	se agitate
agree on	se agree=komma överens
ailed	se ail
ailments	se ailment
alienating	se alienate
allocated	se allocate
allowing	se allow
alloys	se alloy
alludes	se alludes to
allies	se ally
alterations	se alteration
alternating	se alternate
A.C.	se alternating current
alumni	se alumnus
amalgamated	se amalgamate
ambitions	se ambition
ameliorating	se ameliorate
Americans	se American
amounts	se amount
amounted	se amount to
amp	se ampere
amphibians	se amphibian
amplifies	se amplify
anchoring	se anchor
angles	se angle och angle for
annealing	se anneal
annihilating	se annihilate
anniversaries	se anniversary
anodized	se anodize
answering	se answer
antennae	se antenna
anticipating	se anticipate
apologies	se apology
appeased	se appease
appending	se append
appendices	se appendix
appertain	se appertain to
appliances	se appliance
applicants	se applicant
appoints	se appoint
appraised	se appraise
appreciated	se appreciate
apprentices	se apprentice
appropriated	se appropriate
aptly	se apt
arbitrarily	se arbitrary
arbitrates	se arbitrate
arbitrated	se arbitrate
arbitrators	se arbitrator
arches	se arch
archers	se archer
areas	se area
argued	se argue
arose	se arise
arousing	se arouse
arouses	se arouse
arrows	se arrow
articles	se article
artists	se artist
ascended	se ascend
ascertaining	se ascertain
aspects	se aspect
aspired	se aspire
assails	se assail
assessed	se assess
assessors	se assessor
assiduously	se assiduous
assigns	se assign
assignments	se assignment
assimilated	se assimilate
assuaged	se assuage
assumptions	se assumption
asymmetries	se asymmetry
attains	se attain
attesting	se attest
attributes	se attribute
attributing	se attribute
audited	se audit
auditing	se audit
auditions	se audition
augmented	se augment
austerely	se austere
authoring	se author
authorities	se authority
automata	se automaton
avails	se avail
avenging	se avenge
averaging	se average
aviators	se aviator
avoided	se avoid
awaited	se await
awoke	se awake
awakened	se awaken
awards	se award
awkwardly	se awkward
babies	se baby
back-up	se backup
bailed	se bail out
baiting	se bait
baked	se bake
balancing	se balance
balloons	se balloon
banning	se ban
bands	se band
banks	se bank
banners	se banner
bared	se bare
bargained	se bargain
barges	se barge
basing	se base
bastards	se bastard
bats	se bat
batteries	se battery
battles	se battle
battling	se battle
am	se be
is	se be
been	se be
are	se be
beads	se bead
bore	se bear
bears	se bear
beckons	se beckon
beckoned	se beckon
becomes	se become
bedded	se bed
bedazzled	se bedazzle
bees	se bee
begs	se beg
begotten	se beget
beguiling	se beguile
behaves	se behave
beleaguered	se beleaguer
belies	se belie
beliefs	se belief
bells	se bell
belligerently	se belligerent
belonged	se belong
belongs	se belong
benchmarks	se benchmark
beneficiaries	se beneficiary
benefits	se benefit
benefiting	se benefit
bequeathed	se bequeath
berries	se berry
besieged	se besiege
bets	se bet
betting	se bet
betrayed	se betray
bidders	se bidder
biding	se bide
billowing	se billow
birches	se birch
birds	se bird
lower	se bister ut
scowl	se bister ut
lour	se bister ut
blacks	se black
blades	se blade
blanched	se blanch
bleaching	se bleach
bled	se bleed
blending	se blend
blended	se blend
blends	se blend
blessings	se blessing
blinds	se blind
blips	se blip
blooms	se bloom
blowing	se blow
blown	se blow
blueprints	se blueprint
bluffing	se bluff
blundered	se blunder
blustered	se bluster
boasts	se boast
bobbing	se bob
boldness	se bold
boning	se bone
booklets	se booklet
boosting	se boost
booths	se booth
bordering	se border
borderlines	se borderline
bosoms	se bosom
botched	se botch
bothered	se bother
bottlenecks	se bottleneck
boughs	se bough
bounding	se bound
bounded	se bound
boundaries	se boundary
bouts	se bout
bowed	se bow
bowled	se bowl
braced	se brace
brackets	se bracket
bracketing	se bracket
branding	se brand
brandishing	se brandish
bravely	se brave
brazing	se braze
brazenly	se brazen
breaching	se breach
breakdowns	se breakdown
brewers	se brewer
bribing	se bribe
bricks	se brick
briefly	se brief
brightly	se bright
brought	se bring
brings	se bring
brought up	se bring up
briskly	se brisk
bristles	se bristle
browns	se brown
browsing	se browse
brushes	se brush
bubbling	se bubble
bubbles	se bubble
bucking	se buck
bucks	se buck
budgeted	se budget
buffered	se buffer
buffeting	se buffet
bugs	se bug
buggers	se bugger
bulged	se bulge
bulled	se bull
bulletins	se bulletin
bullocks	se bullock
bullies	se bully
bummed	se bum
bundling	se bundle
buoyed	se buoy
burgeoning	se burgeon
burns	se burn
burrowed	se burrow
bursting	se burst
buses	se bus
buttered	se butter
buttons	se button
cables	se cable
cacti	se cactus
cadences	se cadence
caissons	se caisson
calculations	se calculation
calves	se calf
calluses	se callus
calmer	se calm
camps	se camp
canals	se canal
cantering	se canter
canvassing	se canvass
capped	se cap
capturing	se capture
carcasses	se carcass
cardigans	se cardigan
careers	se career
caressed	se caress
cartons	se carton
cartoons	se cartoon
carvings	se carving
cascading	se cascade
cases	se case
cashed	se cash
causally	se casual
cataracts	se cataract
caught	se catch
categories	se category
cathedrals	se cathedral
cautiousness	se cautious
cautiously	se cautious
cavities	se cavity
cavorting	se cavort
ceding	se cede
celebrities	se celebrity
cementing	se cement
centralized	se centralize
cereals	se cereal
certifies	se certify
challenges	se challenge
challenged	se challenge
chomp	se champ
chandeliers	se chandelier
changes	se change
channeled	se channel
chaperones	se chaperon
chariots	se chariot
charting	se chart
chasing	se chase
chasers	se chaser
chastised	se chastise
checks	se check
checklists	se checklist
chests	se chest
chewed	se chew
chiding	se chid
chili	se chilli
chipping	se chip
choices	se choice
choirs	se choir
choking	se choke
chosen	se choose
chopsticks	se chopstick
chucking	se chuck
chugging	se chug
chunks	se chunk
circumcised	se circumcise
cited	se cite
claimed	se claim
clams	se clam
clamping	se clamp
clamped	se clamp
clanking	se clank
clarified	se clarify
classmates	se classmate
clattering	se clatter
clauses	se clause
cleansing	se cleanse
cleats	se cleat
clove	se cleave
clenched	se clench
clerks	se clerk
clips	se clip
cliques	se clique
cloaking	se cloak
clogs	se clog
closets	se closet
clotted	se clot
clotting	se clot
cloths	se cloth
clothed	se clothe
cloves	se clove
clumps	se clump
clustering	se cluster
clusters	se cluster
coasted	se coast
coaxed	se coax
cobbled	se cobble
coded	se code
coefficients	se coefficient
coffins	se coffin
coiling	se coil
coils	se coil
coins	se coin
coincides	se coincide
colder	se cold
collaborates	se collaborate
collaborations	se collaboration
collating	se collate
colleagues	se colleague
collimated	se collimate
combs	se comb
combating	se combat
combines	se combine
come round	se come around
comers	se comer
comings	se coming
commandos	se commando
commemorating	se commemorate
commenced	se commence
commensurably	se commensurable
commenting	se comment
commingled	se commingle
commiserated	se commiserate
commissioned	se commission
commitments	se commitment
communicating	se communicate
commuting	se commute
companies	se company
comparing	se compare
compared	se compare
compassing	se compass
compensating	se compensate
competes	se compete
competitiveness	se competitive
competitively	se competitive
compilers	se compiler
complacently	se complacent
complains	se complain
completing	se complete
compliments	se compliment
components	se component
composites	se composite
compositions	se composition
compounds	se compound
comprehends	se comprehend
compresses	se compress
comprising	se comprise
compromised	se compromise
compulsively	se compulsive
computerized	se computerize
conceals	se conceal
conceivably	se conceivable
conceived	se conceive
concentrating	se concentrate
concepts	se concept
conceptualized	se conceptualize
conclusions	se conclusion
condemning	se condemn
condescended	se condescend
conditioned	se condition
conditions	se condition
conducts	se conduct
conferring	se confer
confers	se confer
confessions	se confession
confidentially	se confidential
confining	se confine
confirms	se confirm
confiscated	se confiscate
confounding	se confound
congealing	se congeal
conglomerates	se conglomerate
conifers	se conifer
conjured	se conjure
connects	se connect
connections	se connection
connectors	se connector
connotations	se connotation
conquering	se conquer
consciously	se conscious
conscripts	se conscript
conscripted	se conscript
consecrated	se consecrate
consenting	se consent
consoling	se console
constraints	se constraint
constricting	se constrict
constructs	se construct
constructing	se construct
consumers	se consumer
contacts	se contact
contaminated	se contaminate
contemporaries	se contemporary
contiguously	se contiguous
continues	se continue
contraceptives	se contraceptive
contractors	se contractor
contradicts	se contradict
contradictions	se contradiction
contributes	se contribute
contributors	se contributor
controlled	se control
controllers	se controller
control	se controls
conveniences	se convenience
conventionally	se conventional
converged	se converge
conversations	se conversation
conversing	se converse
conversions	se conversion
conveys	se convey
convicts	se convict
convinces	se convince
convulsed	se convulse
coolest	se cool
cooling	se cool
cooperating	se cooperate
cooties	se cootie
cording	se cord
corollaries	se corollary
corrections	se correction
correlated	se correlate
correspondents	se correspondent
costing	se cost
cottages	se cottage
counties	se county
courses	se course
courted	se court
cousins	se cousin
coveted	se covet
cowers	se cower
coyly	se coy
coyotes	se coyote
crabbing	se crab
crackles	se crackle
cradling	se cradle
craftsmen	se craftsman
cranks	se crank
crashes	se crash
crated	se crate up
craves	se crave
crawling	se crawl
creaked	se creak
creams	se cream
creamed	se cream
creasing	se crease
creases	se crease
created	se create
creativeness	se creativity
credited	se credit
creeps	se creep
crimes	se crime
crimped	se crimp
crimping	se crimp
croaking	se croak
crones	se crone
crooks	se crook
crouched	se crouch
crowds	se crowd
crumbled	se crumble
crushed	se crush
crusting	se crust
cubs	se cub
cucumbers	se cucumber
culled	se cull
cultivating	se cultivate
cupped	se cup
cupboards	se cupboard
curs	se cur
curiously	se curious
curled	se curl
currencies	se currency
currents	se current
cushioning	se cushion
cushioned	se cushion
cussed	se cuss
daisies	se daisy
dams	se dam
damaging	se damage
damning	se damn
damps	se damp
dangers	se danger
dares	se dare
darkest	se dark
darting	se dart
dashes	se dash
daubing	se daub
dawning	se dawn
deactivated	se deactivate
debates	se debate
debauching	se debauch
debited	se debit
debriefing	se debrief
decentralized	se decentralize
decides	se decide
deciding	se decide
declared	se declare
declined	se decline
decoding	se decode
decomposing	se decompose
decomposed	se decompose
decorating	se decorate
decreases	se decrease
dedicating	se dedicate
deduced	se deduce
deeming	se deem
deepest	se deep
defeated	se defeat
defeats	se defeat
defections	se defection
deferred	se defer
deferring	se defer
defines	se define
defined	se define
definitions	se definition
deflowering	se deflower
defied	se defy
degraded	se degrade
dehydrated	se dehydrate
deities	se deity
delays	se delay
delegating	se delegate
delimiting	se delimit
delinquencies	se delinquency
delivered	se deliver
deluded	se delude
demerits	se demerit
demits	se demit
demolished	se demolish
demons	se demon
denotations	se denotation
dents	se dent
denied	se deny
departments	se department
depends	se depend
depicting	se depict
deployments	se deployment
depots	se depot
deprives	se deprive
depths	se depth
derided	se deride
derive	se derive from
descended	se descend
descending	se descend
describes	se describe
desecrated	se desecrate
desegregated	se desegregate
deserves	se deserve
designing	se design
designates	se designate
destinations	se designation
desks	se desk
destroyed	se destroy
details	se detail
detailing	se detail
detected	se detect
deterred	se deter
detergents	se detergent
deteriorated	se deteriorate
determining	se determine
detractors	se detractor
developers	se developer
developments	se development
deviating	se deviate
devices	se device
devising	se devise
devoting	se devote
devotes	se devote
devours	se devour
dictates	se dictate
differs	se differ
differences	se difference
digs	se dig
dignitaries	se dignitary
dikes	se dike
dilates	se dilate
diminishes	se diminish
dimples	se dimple
dipping	se dip
directed	se direct
directives	se directive
disabused	se disabuse
disagreements	se disagreement
disallowed	se disallow
disappears	se disappear
disbursed	se disburse
discarding	se discard
discards	se discard
discounts	se discount
discrepancies	se discrepancy
discriminates	se discriminate
diseases	se disease
dislocated	se dislocate
dismantling	se dismantle
dismisses	se dismiss
disparities	se disparity
dispatched	se dispatch
displaced	se displace
displaying	se display
disputes	se dispute
disrupted	se disrupt
disruptions	se disruption
dissidents	se dissident
dissipates	se dissipate
dittos	se ditto
divers	se diver
diverged	se diverge
divesting	se divest
divides	se divide
divined	se divine
doctors	se doctor
dominated	se dominate
dominates	se dominate
dons	se don
doodling	se doodle
doting	se dote upon
doubts	se doubt
doves	se dove
dragged	se drag
dragons	se dragon
draped	se drape
drawn up	se draw up
dreams	se dream
drear	se dreary
drenched	se drench
drills	se drill
drinking	se drink
drank	se drink
drips	se drip
ducks	se duck
ducts	se duct
dulled	se dull
dumping	se dump
dumplings	se dumpling
duped	se dupe
dusting	se dust
duties	se duty
dwindling	se dwindle
dynamical	se dynamic
eagles	se eagle
earphones	se earphone
easier	se easy
ate	se eat
eccentricities	se eccentricity
echoes	se echo
eclipsed	se eclipse
economies	se economy
eddies	se eddy
edged	se edge
edges	se edge
editing	se edit
eels	se eel
mind	se efter
look after	se efter
see	se efter
tend	se efter
eggs	se egg
elaborating	se elaborate
elaborates	se elaborate
elderberries	se elderberry
electrified	se electrify
electrocuted	se electrocute
elucidated	se elucidate
eluted	se elute
emanating	se emanate
embellishing	se embellsih
embodied	se embody
emboldened	se embolden
embossed	se emboss
embraces	se embrace
embroidered	se embroider
emerges	se emerge
emigrated	se emigrate
emissions	se emission
emits	se emit
emphases	se emphasis
employs	se employ
employing	se employ
empowers	se empower
emptied	se empty
emulating	se emulate
glimpse	se en skymt av
enacted	se enact
encircling	se encircle
enclosed	se enclose
encoding	se encode
encompassed	se encompass
encores	se encore
encounters	se encounter
encourages	se encourage
endangered	se endanger
enemas	se enema
energized	se energize
enfeebled	se enfeeble
enforcing	se enforce
enforced	se enforce
engineered	se engineer
engraved	se engrave
enhancing	se enhance
enjoys	se enjoy
enlarging	se enlarge
enslaved	se enslave
ensues	se ensue
ensures	se ensure
entails	se entail
enterprises	se enterprise
enthralled	se enthral och enthrall
enthused	se enthuse
entices	se entice
entitlements	se entitlement
entombed	se entomb
entrained	se entrain
entraining	se entrain
entrapped	se entrap
entrusted	se entrust
entries	se entry
enumerated	se enumerate
envelops	se envelop
envelopes	se envelope
environments	se environment
envisaged	se envisage
envisioned	se envision
envoys	se envoy
envied	se envy
episodes	se episode
epitomized	se epitomize
equals	se equal
equivocally	se equivocal
erased	se erase
erected	se erect
errands	se errand
erratically	se erratic
erupted	se erupt
escalating	se escalate
eschewed	se eschew
espousing	se espouse
espied	se espy
establishes	se establish
estimates	se estimate
estranged	se estrange
estuaries	se estuary
etc	se et cetera
evaded	se evade
evaluations	se evaluation
evergreens	se evergreen
evicted	se evict
evolves	se evolve
exaggerating	se exaggerate
examined	se examine
exasperate	se exasperate
excavates	se excavate
exchanges	se exchange
exclusions	se exclusion
excuses	se excuse
executed	se execute
executives	se executive
exemptions	se exemption
exercised	se exercise
exhausting	se exhaust
exhausts	se exhaust
exhibits	se exhibit
exhibitions	se exhibition
exhorted	se exhort
exhumed	se exhume
exiled	se exile
existents	se existent
exiting	se exit
exits	se exit
expected	se expect
expended	se expend
expensed	se expense
experiencing	se experience
experiments	se experiment
experimenting	se experiment
exploits	se exploit
exploiting	se exploit
explored	se explore
exposes	se expose
expresses	se express
exquisitely	se exquisite
extends	se extend
extensions	se extension
externalities	se externality
extolling	se extol
extremes	se extreme
extruded	se extrude
exuberantly	se exuberant
exuding	se exude
fabrics	se fabric
fabricated	se fabricate
facades	se facade
facials	se facial
facilitating	se facilitate
facts	se fact
factors	se factor
failures	se failure
fainter	se faint
fairies	se fairy
fell	se fall
faltering	se falter
families	se family
fanned	se fan
fashioned	se fashion
faucets	se faucet
faulted	se fault
faults	se fault
faultier	se faulty
favor	se favour
favor with	se favour with
favorable	se favourable
favorably	se favourable
favored	se favoured
favored with	se favoured with
favorite	se favourite
feared	se fear
fears	se fear
features	se feature
feebly	se feeble
females	se female
fences	se fence
ferns	se fern
fertilizers	se fertilizer
fettered	se fetter
fewest	se few
fiddled	se fiddle
fiddle around	se fiddle about
fidgeted	se fidget
fiefs	se fief
fields	se field
fieldsman	se fielder
figs	se fig
filching	se filch
files	se file
filtering	se filter
fins	se fin
finds	se find
fines	se fine
fingertips	se fingertip
firming	se firm
fisheries	se fishery
flagged	se flag
flaming	se flame
flanges	se flange
flanking	se flank
flanked	se flank
flaps	se flap
flats	se flat
fled	se flee
flickering	se flicker
flickers	se flicker
flung	se fling
flirting	se flirt
flourished	se flourish
flurries	se flurry
flushed	se flush
flushing	se flush
flies	se fly
focusing	se focus
foci	se focus
fogies	se fogy
follows	se follow
followed	se follow
follies	se folly
fonder	se fond
fools	se fool
footfalls	se footfall
foraging	se forage
forbids	se forbid
forecasts	se forecast
foreigners	se foreigner
foreseen	se foresee
forgetting	se forget
forgiven	se forgive
forks	se fork
formulated	se formulate
forwarded	se forward
fouling	se foul
founds	se found
foundations	se foundation
fours	se four
fractions	se fraction
fractured	se fracture
fragmentized	se fragmentize
look forward to	se fram emot
look to	se fram emot
frames	se frame
see	se framför sig
look forward	se framåt
franchising	se franchise
frantically	se frantic
frayed	se fray
frees	se free
freebee	se freebie
frequencies	se frequency
freshly	se fresh
frets	se fret
frights	se fright
fringing	se fringe
fringes	se fringe
frogs	se frog
frosted	se frost
frostings	se frosting
frothing	se froth
fuels	se fuel
fulfill	se fulfil
fulfills	se fulfill
fulfillment	se fulfilment
full-fashioned	se fully-fashioned
full-fledged	se fully-fledged
fumbled	se fumble
fuming	se fume
functions	se function
functionally	se functional
funded	se fund
funniest	se funny
furled	se furl
furnaces	se furnace
furnishes	se furnish
furrowed	se furrow
gains	se gain
galling	se gall
galleys	se galley
gallops	se gallop
gametes	se gamete
gangs	se gang
ganging	se gang
ganglia	se ganglion
garbled	se garble
garnished	se garnish
gaskets	se gasket
gated	se gate
gears	se gear
generating	se generate
genies	se genies
connive at	se genom fingrarna
connive at	se genom fingrarna på
genres	se genre
geometrical	se geometric
geometrical progression	se geometric progression
get around	se get about
ghosts	se ghost
gilded	se gild
gave	se give
given	se give
glamor	se glamour
glands	se gland
glazed	se glaze
glistened	se glisten
glittering	se glitter
globs	se glob
globes	se globe
gloves	se glove
glued	se glue
gone	se go
goading	se goad
goals	se goal
gods	se god
gored	se gore
gormandising	se gormandise
gouges	se gouge
governs	se govern
grabbed	se grab
grabs	se grab
gracing	se grace
graduating	se graduate
grafting	se graft
grandchildren	se grandchild
granted	se grant
granting	se grant
graphs	se graph
grappled	se grapple
grates	se grate
graves	se grave
grayed	se gray
grazed	se graze
gray	se grey
grilled	se grill
grill	se grille
grinning	se grin
grips	se grip
groans	se groan
grocers	se grocer
groomed	se groom
grooming	se groom
groping	se grope
groups	se group
grouped	se group
grown	se grow
guarded	se guard
guerilla	se guerrilla
guessed	se guess
guests	se guest
guises	se guise
gunned	se gun
gyrating	se gyrate
hairs	se hair
hairdrier	se hairdryer
hairbreadth	se hair's breadth
half crown	se half a crown
halides	se halide
halls	se hall
hampered	se hamper
hangs	se hang
hangers	se hanger
happened	se happen
happens	se happen
harnesses	se harness
harshly	se harsh
harshness	se harsh
harvesting	se harvest
had	se has
hastens	se hasten
hatches	se hatch
hauled	se haul
hays	se hay
heals	se heal
heartened	se hearten
heavier	se heavy
heaviest	se heavy
hecklers	se heckler
hedges	se hedge
hedgehogs	se hedgehog
heeling	se heel
heels	se heel
hallo	se hello
hemophiliacs	se hemophiliac
hens	se hen
heralding	se herald
herbs	se herb
herbivores	se herbivore
herds	se herd
heresies	se heresy
hesitates	se hesitate
hides	se hide
hidden	se hide
highlighted	se highlight
hiking	se hike
hikes	se hike
hindrances	se hindrance
hints	se hint
hippos	se hippo
hitting	se hit
hoarded	se hoard
holders	se holder
holes	se hole
hollowed	se hollow
homes	se home
hooted	se hoot
hooters	se hooter
hoping	se hope
horrified	se horrify
horses	se horse
hosing	se hose
hosed	se hose
hospices	se hospice
hosted	se host
hottest	se hot
lour	se hotfull ut
lower	se hotfull ut
huddled	se huddle
hues	se hue
humbled	se humble
humbling	se humble
humblest	se humble
humidifiers	se humidifier
humiliating	se humiliate
humor	se humour
hunches	se hunch
hundreds	se hundred
hunks	se hunk
hurricanes	se hurricane
hurtling	se hurtle
hydrated	se hydrate
hypotheses	se hypothesis
hypothesized	se hypothesize
face	se i ögonen
id est	se i.e.
icons	se icon
iconoclasts	se iconoclast
ideals	se ideal
identities	se identity
idioms	se idiom
look over	se igenom
look through	se igenom
ignoring	se ignore
illnesses	se illness
illustrated	se illustrate
imaging	se image
imbalances	se imbalance
imbibing	se imbibe
imbibed	se imbibe
imbued	se imbue
impaled	se impale
impelled	se impel
impinges	se impinge upon
implicates	se implicate
implications	se implication
imports	se import
imprisoned	se imprison
improved	se improve
improvements	se improvement
inanities	se inanity
incarcerated	se incarcerate
inches	se inch
incidents	se incident
incorporates	se incorporate
increased	se increase
incurring	se incur
indecencies	se indecency
indentured	se indenture
indices	se index
indicates	se indicate
inducted	se induct
infidels	se infidel
inflated	se inflate
inflicted	se inflict
informs	se inform
infrastructures	se infrastructure
infringing	se infringe
infringements	se infringement
ingrates	se ingrate
inherits	se inherit
initials	se initial
initiating	se initiate
initiations	se initiation
inlaid	se inlay
inoculated	se inoculate
inputs	se input
inquiries	se inquiry
insecticides	se insecticide
insets	se inset
inspected	se inspect
installed	se install
installments	se installment
instances	se instance
instantiated	se instantiate
institutionalized	se institutionalize
insulated	se insulate
insulted	se insult
intending	se intend
intentions	se intention
interbred	se interbreed
intercepted	se intercept
interconnected	se interconnect
interconnections	se interconnection
interest rates	se interest rate
interjected	se interject
interleaving	se interleave
internalized	se internalize
interpreted	se interpret
interpretations	se interpretation
interrelated	se interrelate
interrogating	se interrogate
interrupting	se interrupt
intersecting	se intersect
interstices	se interstice
intervenes	se intervene
interviews	se interview
interwoven	se interweave
intimidated	se intimidate
intrigued	se intrigue
intrigues	se intrigue
introducing	se introduce
introduces	se introduce
introverts	se introvert
inundating	se inundate
inundated	se inundate
inventories	se inventory
investing	se invest
invested	se invest
investigates	se investigate
invoiced	se invoice
involves	se involve
ions	se ion
irradiated	se irradiate
islets	se islet
issues	se issue
issued	se issue
jammed	se jam
japanned	se japan
jarring	se jar
jerks	se jerk
jerseys	se jersey
jettisoned	se jettison
jetties	se jetty
jewels	se jewel
jilted	se jilt
joining	se join
jokes	se joke
joys	se joy
judging	se judge
judgements	se judgement
judgments	se judgment
jugs	se jug
jumpers	se jumper
junctions	se junction
junctures	se juncture
jutting	se jut
kept	se keep
kitchens	se kichen
kids	se kid
kiddies	se kiddie och kiddy
kidneys	se kidney
kilograms	se kilogram
kinds	se kind
kits	se kit
knaves	se knave
knees	se knee
knocked	se knock
knew	se know
knuckles	se knuckle
labels	se label
labored	se labor
labor	se labour
laces	se lace
lacunae	se lacuna
lads	se lad
ladders	se ladder
lags	se lag
lakes	se lake
laminating	se laminate
local area network	se LAN
landscaping	se landscape
landscapes	se landscape
laps	se lap
lapsing	se lapse
latencies	se latency
laths	se lath
lathes	se lathe
launches	se launch
lavished	se lavish on
laxatives	se laxative
laid	se lay
lays	se lay
layers	se layer
lbs.	se lb.
leaches	se leach
leached	se leach
leaflets	se leaflet
leaps	se leap
leaped	se leap
leashed	se leash
left	se leave
leering	se leer
legging	se leg
legacies	se legacy
lentils	se lentil
leprechauns	se leprechaun
lesions	se lesion
levels	se level
levered	se lever
levers	se lever
levies	se levy
liberals	se liberal
licensing	se license
licensees	se licensee
life sciences	se life science
lifting	se lift
lit	se light
lightening	se ligthen
limbs	se limb
limed	se lime
limitations	se limitation
lingered	se linger
lipids	se lipid
liquidated	se liquidate
listed	se list
livelihoods	se livelihood
loans	se loan
locates	se locate
locations	se location
lodged	se lodge
logged	se log
logs	se log
loitering	se loiter
longed	se long
looms	se loom
loomed	se loom
loosing	se loose
looted	se loot
lost	se lose
losing	se lose
losers	se loser
louder	se loud
lubricated	se lubricate
lucked	se luck
lugs	se lug
lullabies	se lullaby
luminaries	se luminary
lumps	se lump
lunged	se lunge
lures	se lure
magnified	se magnify
mailed	se mail
maimed	se maim
mainframes	se mainframe
maintains	se maintain
maintained	se maintain
majored	se major
made	se make
making-up	se make up
maladies	se malady
malfunctioning	se malfunction
maligned	se malign
mammals	se mammal
manned	se man
manacles	se manacle
managing	se manage
mandated	se mandate
manors	se manor
mantling	se mantle
manufacturers	se manufacturer
mapped	se map
marred	se mar
margins	se margin
marines	se marine
marks	se mark
markers	se marker
markets	se market
marketers	se marketer
marooned	se maroon
marshes	se marsh
marshaled	se marshal
mashed	se mash
masking	se mask
massaging	se massage
mates	se mate
mated	se mate
meals	se meal
meant	se mean
meanings	se meaning
measured	se measure
measures	se measure
measurements	se measurement
peer	se med halvslutna ögon
medications	se medication
met	se meet
memos	se memo
menacing	se menace
mercenaries	se mercenary
meshes	se mesh
mesmerized	se mesmerize
messes	se mess
met.	se metaphor
metering	se meter
migrated	se migrate
mills	se mill
milled	se mill
millions	se million
mimicking	se mimic
minced	se mince
mined	se mine
miners	se miner
mingled	se mingle
minions	se minion
ministering	se minister to
mirrors	se mirror
misfits	se misfit
misfortunes	se misfortune
misinformed	se misinform
missed	se miss
misspellings	se misspelling
misunderstood	se misunderstand
mites	se mite
mitigating	se mitigate
mixing	se mix
modalities	se modality
modifiers	se modifier
modifying	se modify
modulated	se modulate
molded	se mold
moldings	se molding
molting	se molt
monitors	se monitor
monitoring	se monitor
monkeys	se monkey
moored	se moor
moors	se moor
moping	se mope
morons	se moron
mortified	se mortify
face	se mot
mothers	se mother
motions	se motion
mountains	se mountain
movies	se movie
mown	se mow
mowed	se mow
muffins	se muffin
mugged	se mug
municipalities	se municipality
murdering	se murder
mushrooms	se mushroom
musicians	se musician
mutating	se mutate
mutilated	se mutilate
mutts	se mutt
mutters	se mutter
mutual funds	se mutual fund
narrowest	se narrow
narrower	se narrow
natives	se native
nearest	se near
necessitated	se necessitate
necked	se neck
look down on	se ned på
needs	se need
negotiated	se negotiate
nestled	se nestle
neuroses	se neurosis
neurotics	se neurotic
newest	se new
newsletters	se newsletter
nicknames	se nickname
nodules	se nodule
nominated	se nominate
notes	se note
noted	se note
notifications	se notification
notified	se notify
nourished	se nourish
novelties	se novelty
nozzles	se nozzle
nuclei	se nucleus
nudged	se nudge
nudges	se nudge
numbered	se number
numbers	se number
nurtured	se nurture
objectives	se objective
obligations	se obligation
obliges	se oblige
obliterated	se obliterate
obscures	se obscure
obstructed	se obstruct
obtains	se obtain
obviating	se obviate
occupations	se occupation
occurred	se occur
oceans	se ocean
offended	se offend
offenders	se offender
offices	se office
officials	se official
offsetting	se offset
offsets	se offset
offshoots	se offshoot
OK	se okay
older	se old
oldest	se old
look to	se om
see	se om
omissions	se omission
ones	se one
operations	se operation
opiates	se opiate
opinions	se opinion
opportunities	se opportunity
opposing	se oppose
opposes	se oppose
options	se option
orbits	se orbit
orchestrated	se orchestrate
ordeals	se ordeal
ores	se ore
organs	se organ
organisation	se organization
organise	se organize
organizing	se organize
organiser	se organizer
orifices	se orifice
oscillations	se oscillation
ostracized	se ostracize
ostriches	se ostrich
ounces	se ounce
ousted	se oust
outgrown	se outgrow
outlines	se outline
outplayed	se outplay
outputs	se output
outraged	se outrage
outstripped	se outstrip
overarching	se overarch
overbooked	se overbook
overcame	se overcome
overlays	se overlay
overriding	se override
overridden	se override
overseen	se oversee
overvalued	se overvalue
overwritten	se overwrite
ovulating	se ovulate
ova	se ovum
owes	se owe
owed	se owe
owls	se owl
owned	se own
oxen	se ox
pacing	se pace
paced	se pace
packages	se package
paging	se page
paints	se paint
paired	se pair
pairs	se pair
palates	se palate
pallets	se pallet
pampering	se pamper
panning	se pan
panaceas	se panacea
pancakes	se pancake
panels	se panel
panting	se pant
paradigms	se paradigm
paragraphs	se paragraph
paramedics	se paramedic
parameters	se parameter
parlors	se parlor
parses	se parse
parsnips	se parsnip
parted	se part
partaking	se partake
participants	se participant
partitioning	se partition
passengers	se passenger
passers	se passer
pats	se pat
patting	se pat
patches	se patch
patented	se patent
patrons	se patron
patronise	se patronize
patronising	se patronizing
patterned	se pattern
patties	se patty
paupers	se pauper
paused	se pause
paved	se pave
paying	se pay
payloads	se payload
peaking	se peak
